time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max
2025-05-16 00:00:00+00:00,10.4325,5.4824996,10.299999,10.299999,0.0,9.0,28150.81,57756.254,22.26477,39.6
2025-05-17 00:00:00+00:00,9.2825,3.8825,12.899999,11.200001,0.0,12.0,4646.119,57952.867,24.014996,49.68
2025-05-18 00:00:00+00:00,11.252,7.602,5.4,5.2000003,0.0,16.0,0.0,58146.11,12.261157,28.44
2025-05-19 00:00:00+00:00,15.752,5.952,0.3,0.3,0.0,3.0,33385.62,58335.727,19.734436,42.12
2025-05-20 00:00:00+00:00,20.0195,4.752,0.0,0.0,0.0,0.0,53819.87,58521.445,14.003028,32.760002
2025-05-21 00:00:00+00:00,20.5195,7.5195,0.0,0.0,0.0,0.0,52165.38,58703.02,14.934577,36.0
2025-05-22 00:00:00+00:00,10.9695,3.6195,0.0,0.0,0.0,0.0,38046.88,58880.16,17.072504,42.48
