time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max
2025-05-16 00:00:00+00:00,10.4655,5.2155004,9.400001,9.400001,0.0,9.0,27732.795,57733.105,22.17144,41.760002
2025-05-17 00:00:00+00:00,9.2655,3.6655,12.099999,11.099999,0.0,14.0,6229.7095,57929.336,25.0064,51.12
2025-05-18 00:00:00+00:00,10.459001,7.309,6.3,5.9999995,0.0,16.0,0.0,58122.2,10.691453,28.08
2025-05-19 00:00:00+00:00,16.009,5.509,0.3,0.3,0.0,3.0,32319.979,58311.434,15.725037,41.760002
2025-05-20 00:00:00+00:00,19.737,4.059,0.0,0.0,0.0,0.0,53903.02,58496.785,14.113652,34.56
2025-05-21 00:00:00+00:00,20.187,7.537,0.0,0.0,0.0,0.0,54062.523,58677.984,15.034041,37.079998
2025-05-22 00:00:00+00:00,10.787001,3.237,0.0,0.0,0.0,0.0,40015.895,58854.76,16.394829,41.399998
