time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_gusts_10m_max
2025-05-16 00:00:00+00:00,9.7825,5.0325,8.5,8.5,0.0,10.0,21589.238,57756.254,23.576563,42.48
